"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM","PROPDMGTOTAL"
"29855",17,"7/14/1970 0:00:00","1605","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4200,8741,0,0,"",29855,NA
"29864",17,"8/18/1970 0:00:00","1900","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4135,8741,0,0,"",29864,NA
"29876",17,"2/19/1971 0:00:00","1355","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","","","",4135,8735,0,0,"",29876,NA
"29888",17,"3/14/1971 0:00:00","2224","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,60,0,0,0,NA,0,"","","","",4147,8735,0,0,"",29888,NA
"29906",17,"5/24/1971 0:00:00","1445","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4142,8747,0,0,"",29906,NA
"29926",17,"7/8/1971 0:00:00","0541","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,70,0,0,0,NA,0,"","","","",4147,8735,0,0,"",29926,NA
"29934",17,"8/10/1971 0:00:00","1612","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","","","",4147,8735,0,0,"",29934,NA
"30012",17,"6/19/1972 0:00:00","1500","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.1,7,1,0,0,2,25,1000,0,"","","","",4205,8754,0,0,"",30012,25000
"30021",17,"7/14/1972 0:00:00","2300","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",21.9,33,1,0,0,0,2.5,1e+06,0,"","","","",4200,8805,4207,8741,"",30021,2500000
"30022",17,"7/14/1972 0:00:00","2300","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4200,8747,0,0,"",30022,NA
"30037",17,"8/22/1972 0:00:00","1505","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4135,8741,0,0,"",30037,NA
"30039",17,"8/25/1972 0:00:00","2130","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",1.8,200,2,0,0,1,2.5,1e+06,0,"","","","",4202,8751,0,0,"",30039,2500000
"30055",17,"9/28/1972 0:00:00","1920","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","","","",4205,8747,0,0,"",30055,NA
"30077",17,"4/21/1973 0:00:00","2100","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.2,33,2,0,0,0,25,1000,0,"","","","",4151,8806,0,0,"",30077,25000
"30078",17,"4/21/1973 0:00:00","2115","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.2,33,1,0,0,0,25,1000,0,"","","","",4152,8807,0,0,"",30078,25000
"30139",17,"6/16/1973 0:00:00","1515","CDT",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0,33,0,0,0,0,0,1000,0,"","","","",4205,8753,0,0,"",30139,0
"30245",17,"3/4/1974 0:00:00","0515","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4154,8746,0,0,"",30245,NA
"30293",17,"4/3/1974 0:00:00","1330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,125,0,0,0,NA,0,"","","","",4154,8746,0,0,"",30293,NA
"30294",17,"4/3/1974 0:00:00","1330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4154,8746,0,0,"",30294,NA
"30298",17,"4/3/1974 0:00:00","1400","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4135,8747,0,0,"",30298,NA
"30299",17,"4/3/1974 0:00:00","1400","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4135,8747,0,0,"",30299,NA
"30348",17,"5/21/1974 0:00:00","1205","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","","","",4145,8748,0,0,"",30348,NA
"30539",17,"6/20/1974 0:00:00","1840","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0,33,NA,0,0,0,0,1000,0,"","","","",4204,8756,0,0,"",30539,0
"30542",17,"6/20/1974 0:00:00","1845","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","","","",4205,8749,0,0,"",30542,NA
"30543",17,"6/20/1974 0:00:00","1849","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","","","",4152,8739,0,0,"",30543,NA
"30617",17,"7/14/1974 0:00:00","1215","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0,33,0,0,0,0,0,1000,0,"","","","",4157,8805,0,0,"",30617,0
"30618",17,"7/14/1974 0:00:00","1215","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,65,0,0,0,NA,0,"","","","",4159,8751,0,0,"",30618,NA
"30619",17,"7/14/1974 0:00:00","1220","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,61,0,0,0,NA,0,"","","","",4153,8752,0,0,"",30619,NA
"30620",17,"7/14/1974 0:00:00","1220","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4159,8754,0,0,"",30620,NA
"30621",17,"7/14/1974 0:00:00","1300","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,57,0,0,0,NA,0,"","","","",4147,8745,0,0,"",30621,NA
"30697",17,"1/10/1975 0:00:00","2130","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4210,8746,0,0,"",30697,NA
"30767",17,"5/20/1975 0:00:00","1455","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4152,8751,0,0,"",30767,NA
"30772",17,"5/20/1975 0:00:00","1600","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,59,0,0,0,NA,0,"","","","",4140,8738,0,0,"",30772,NA
"30773",17,"5/20/1975 0:00:00","1606","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","","","",4148,8747,0,0,"",30773,NA
"30778",17,"5/20/1975 0:00:00","1658","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,150,0,0,0,NA,0,"","","","",4156,8749,0,0,"",30778,NA
"30780",17,"5/20/1975 0:00:00","1700","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4210,8746,0,0,"",30780,NA
"30820",17,"6/4/1975 0:00:00","1745","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,150,0,0,0,NA,0,"","","","",4208,8750,0,0,"",30820,NA
"30835",17,"6/13/1975 0:00:00","1900","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,55,0,0,0,NA,0,"","","","",4152,8737,0,0,"",30835,NA
"30868",17,"6/17/1975 0:00:00","1154","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",1.5,20,2,0,0,0,250,1000,0,"","","","",4205,8800,0,0,"",30868,250000
"30872",17,"6/18/1975 0:00:00","1321","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4201,8811,0,0,"",30872,NA
"30877",17,"6/20/1975 0:00:00","1330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4146,8745,0,0,"",30877,NA
"30878",17,"6/20/1975 0:00:00","1330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4147,8753,0,0,"",30878,NA
"30884",17,"6/22/1975 0:00:00","1720","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4145,8745,0,0,"",30884,NA
"30886",17,"6/24/1975 0:00:00","1425","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4147,8747,0,0,"",30886,NA
"30930",17,"7/23/1975 0:00:00","1902","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","","","",4159,8754,0,0,"",30930,NA
"30935",17,"8/11/1975 0:00:00","1435","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","","","",4200,8811,0,0,"",30935,NA
"30940",17,"8/20/1975 0:00:00","1600","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4138,8737,0,0,"",30940,NA
"30957",17,"11/9/1975 0:00:00","2350","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,64,0,0,0,NA,0,"","","","",4159,8810,0,0,"",30957,NA
"30969",17,"11/10/1975 0:00:00","0030","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,57,0,0,0,NA,0,"","","","",4135,8745,0,0,"",30969,NA
"31009",17,"3/1/1976 0:00:00","1635","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","","","",4142,8745,0,0,"",31009,NA
"31022",17,"3/4/1976 0:00:00","1950","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","","","",4208,8754,0,0,"",31022,NA
"31023",17,"3/4/1976 0:00:00","2002","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,68,0,0,0,NA,0,"","","","",4135,8747,0,0,"",31023,NA
"31036",17,"3/12/1976 0:00:00","1325","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",15.1,150,2,0,2,41,2.5,1e+06,0,"","","","",4156,8754,4206,8742,"",31036,2500000
"31107",17,"6/13/1976 0:00:00","1618","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",3.3,1760,4,0,2,23,2.5,1e+06,0,"","","","",4140,8800,4142,8756,"",31107,2500000
"31109",17,"6/13/1976 0:00:00","1835","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","","","",4208,8754,0,0,"",31109,NA
"31118",17,"6/27/1976 0:00:00","2050","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,62,0,0,0,NA,0,"","","","",4209,8808,0,0,"",31118,NA
"31130",17,"7/14/1976 0:00:00","1745","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,52,0,0,0,NA,0,"","","","",4205,8800,0,0,"",31130,NA
"31134",17,"7/23/1976 0:00:00","2200","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,56,0,0,0,NA,0,"","","","",4152,8737,0,0,"",31134,NA
"31164",17,"3/28/1977 0:00:00","1505","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","T","","",4205,8749,0,0,"",31164,NA
"31192",17,"5/5/1977 0:00:00","2000","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,125,0,0,0,NA,0,"","NG","","",4135,8747,0,0,"",31192,NA
"31194",17,"5/5/1977 0:00:00","2010","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,63,0,0,0,NA,0,"","NG","","",4130,8742,0,0,"",31194,NA
"31215",17,"6/8/1977 0:00:00","1321","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,55,0,0,0,NA,0,"","S","","",4159,8754,0,0,"",31215,NA
"31216",17,"6/8/1977 0:00:00","1337","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","T","","",4200,8751,0,0,"",31216,NA
"31236",17,"6/30/1977 0:00:00","1345","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",1,33,NA,0,0,0,250,1000,0,"","","","",4130,8742,0,0,"",31236,250000
"31250",17,"7/20/1977 0:00:00","1710","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4139,8735,0,0,"",31250,NA
"31297",17,"9/7/1977 0:00:00","1410","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.1,70,1,0,0,0,25,1000,0,"","","","",4040,9031,0,0,"",31297,25000
"31320",17,"4/18/1978 0:00:00","1655","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",6.1,177,1,0,0,0,250,1000,0,"","","","",4140,8750,4145,8746,"",31320,250000
"31321",17,"4/18/1978 0:00:00","1730","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4201,8759,0,0,"",31321,NA
"31335",17,"6/7/1978 0:00:00","1752","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","ATA","","",4204,8748,0,0,"",31335,NA
"31336",17,"6/7/1978 0:00:00","1809","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,55,0,0,0,NA,0,"","ATA","","",4147,8745,0,0,"",31336,NA
"31384",17,"7/26/1978 0:00:00","1330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,57,0,0,0,NA,0,"","MT","","",4136,8742,0,0,"",31384,NA
"31400",17,"8/15/1978 0:00:00","2024","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,52,0,0,0,NA,0,"","S","","",4205,8749,0,0,"",31400,NA
"31403",17,"8/19/1978 0:00:00","0000","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,78,0,0,0,NA,0,"","MT","","",4206,8803,0,0,"",31403,NA
"31405",17,"8/19/1978 0:00:00","0105","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,52,0,0,0,NA,0,"","NG","","",4147,8745,0,0,"",31405,NA
"31406",17,"8/19/1978 0:00:00","0159","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","S","","",4147,8745,0,0,"",31406,NA
"31438",17,"5/13/1979 0:00:00","1625","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","NG","","",4134,8733,0,0,"",31438,NA
"31620",17,"7/5/1980 0:00:00","0320","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4202,8748,0,0,"",31620,NA
"31621",17,"7/5/1980 0:00:00","0320","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4208,8750,0,0,"",31621,NA
"31623",17,"7/5/1980 0:00:00","0330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,56,0,0,0,NA,0,"","S","","",4159,8754,0,0,"",31623,NA
"31638",17,"7/16/1980 0:00:00","0200","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4153,8801,0,0,"",31638,NA
"31644",17,"7/16/1980 0:00:00","0318","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,66,0,0,0,NA,0,"","S","","",4159,8754,0,0,"",31644,NA
"31645",17,"7/16/1980 0:00:00","0330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4200,8756,0,0,"",31645,NA
"31646",17,"7/16/1980 0:00:00","0330","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4203,8741,0,0,"",31646,NA
"31651",17,"7/21/1980 0:00:00","0300","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,70,0,0,0,NA,0,"","ATA","","",4159,8754,0,0,"",31651,NA
"31674",17,"8/4/1980 0:00:00","2000","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4150,8739,0,0,"",31674,NA
"31675",17,"8/4/1980 0:00:00","2030","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,NA,0,"","S","","",4152,8736,0,0,"",31675,NA
"31676",17,"8/7/1980 0:00:00","0800","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4208,8754,0,0,"",31676,NA
"31695",17,"8/13/1980 0:00:00","2123","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","ATA","","",4206,8803,0,0,"",31695,NA
"31713",17,"9/2/1980 0:00:00","0400","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4201,8759,0,0,"",31713,NA
"31743",17,"9/22/1980 0:00:00","1428","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0,33,0,0,0,0,25,1000,0,"","","","",4129,8743,0,0,"",31743,25000
"31763",17,"4/3/1981 0:00:00","2310","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","LCO","","",4201,8759,0,0,"",31763,NA
"31820",17,"4/13/1981 0:00:00","1950","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","T","","",4140,8738,0,0,"",31820,NA
"31992",17,"4/3/1982 0:00:00","0034","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,61,0,0,0,NA,0,"","S","","",4147,8745,0,0,"",31992,NA
"32004",17,"5/15/1982 0:00:00","1447","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4206,8803,0,0,"",32004,NA
"32005",17,"5/15/1982 0:00:00","1520","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4206,8803,0,0,"",32005,NA
"32006",17,"5/15/1982 0:00:00","1530","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4205,8802,0,0,"",32006,NA
"32164",17,"8/1/1982 0:00:00","2115","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","NG","","",4206,8803,0,0,"",32164,NA
"32165",17,"8/1/1982 0:00:00","2130","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,NA,0,"","ATA","","",4152,8750,0,0,"",32165,NA
"32193",17,"8/24/1982 0:00:00","1945","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,63,0,0,0,NA,0,"","ATA","","",4147,8745,0,0,"",32193,NA
"32199",17,"8/24/1982 0:00:00","2050","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,65,0,0,0,NA,0,"","S","","",4147,8745,0,0,"",32199,NA
"32251",17,"12/28/1982 0:00:00","0200","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4150,8739,0,0,"",32251,NA
"32252",17,"12/28/1982 0:00:00","0231","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,54,0,0,0,NA,0,"","S","","",4159,8754,0,0,"",32252,NA
"32258",17,"3/6/1983 0:00:00","1722","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","AT","","",4150,8739,0,0,"",32258,NA
"32306",17,"5/29/1983 0:00:00","1200","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","AT","","",4152,8750,0,0,"",32306,NA
"32307",17,"5/29/1983 0:00:00","1239","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.2,30,1,0,0,1,25,1000,0,"","","","",4150,8744,0,0,"",32307,25000
"32308",17,"5/29/1983 0:00:00","1242","CST",31,"COOK","IL","TORNADO",0,"","","","",0,NA,0,"","",0.2,30,0,0,0,2,2.5,1000,0,"","","","",4149,8751,0,0,"",32308,2500
"32309",17,"5/29/1983 0:00:00","1430","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4150,8739,0,0,"",32309,NA
"32331",17,"7/1/1983 0:00:00","0836","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4159,8754,0,0,"",32331,NA
"32332",17,"7/1/1983 0:00:00","0850","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,55,0,0,0,NA,0,"","RY","","",4147,8745,0,0,"",32332,NA
"32335",17,"7/1/1983 0:00:00","0858","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4150,8739,0,0,"",32335,NA
"32339",17,"7/2/1983 0:00:00","0108","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4133,8737,0,0,"",32339,NA
"32352",17,"7/19/1983 0:00:00","2117","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,60,0,0,0,NA,0,"","S","","",4159,8754,0,0,"",32352,NA
"32397",17,"9/5/1983 0:00:00","2100","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,52,0,0,0,NA,0,"","AT","","",4150,8739,0,0,"",32397,NA
"32415",17,"9/18/1983 0:00:00","1845","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","DN","","",4140,8800,0,0,"",32415,NA
"32430",17,"3/15/1984 0:00:00","1915","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,1,0,0,NA,0,"","AT","","",4152,8750,0,0,"",32430,NA
"32524",17,"4/29/1984 0:00:00","2120","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","AT","","",4153,8747,0,0,"",32524,NA
"32568",17,"6/23/1984 0:00:00","1910","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","T","","",4205,8800,0,0,"",32568,NA
"32571",17,"6/23/1984 0:00:00","1930","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","ATA","","",4202,8810,0,0,"",32571,NA
"32579",17,"7/10/1984 0:00:00","2050","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4202,8746,0,0,"",32579,NA
"32580",17,"7/10/1984 0:00:00","2118","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","T","","",4204,8748,0,0,"",32580,NA
"32584",17,"7/20/1984 0:00:00","1625","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","T","","",4202,8754,0,0,"",32584,NA
"32585",17,"7/20/1984 0:00:00","1715","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,NA,0,"","T","","",4144,8744,0,0,"",32585,NA
"32592",17,"8/3/1984 0:00:00","1235","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,52,0,0,0,NA,0,"","MT","","",4144,8746,0,0,"",32592,NA
"32601",17,"8/9/1984 0:00:00","1614","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","T","","",4202,8817,0,0,"",32601,NA
"32604",17,"8/9/1984 0:00:00","1735","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","AT","","",4153,8747,0,0,"",32604,NA
"32635",17,"11/9/1984 0:00:00","1755","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","T","","",4149,8750,0,0,"",32635,NA
"32655",17,"3/28/1985 0:00:00","1422","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,NA,0,"","R","","",4140,8800,0,0,"",32655,NA
"32700",17,"5/14/1985 0:00:00","2003","CST",31,"COOK","IL","THUNDERSTORM",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,NA,0,"","R","","",4135,8747,0,0,"",32700,NA
